Order_ID,Product,Region,Salesperson,Quantity,Unit_Price,Order_Date,Discount,Revenue
2674,Mobile,,,,1000,2024-01-01,5,1000
8950,Laptop,,Amit,,500,,200,1000
9915,Laptop,,,4,1000,2024-01-15,-5,3000
7049,Mobile,East,Rohit,3,2000,2024-02-10,200,3000
2089,Mouse,South,John,1,99999,2024-02-10,200,5000
5578,Tablet,North,John,3,1500,,200,2000
1155,Laptop,East,,3,1000,,200,
2958,Mouse,,Amit,500,-200,2024-13-01,0,5000
7344,Tablet,,John,3,500,2024-01-15,0,-100
6779,,,,100,500,2024-01-15,0,-100
7144,Mobile,,,100,500,2024-00-10,200,-100
6063,,,Priya,3,1500,2024-01-01,0,1000
4830,Monitr,,,-20,1000,,10,2000
9831,Mouse,South,Sneha,-20,1000,,15,
7659,Mouse,East,John,,1000,,200,1000
1441,,East,John,100,1000,,5,3000
7040,Charger,,Priya,100,,,-5,2000
6925,Headphones,East,,-20,,,-5,3000
8358,Headphones,South,Rohit,-20,-200,2024-00-10,200,
5628,Tablet,North,,500,500,2024-02-10,5,-100
7370,,,,500,99999,2024-01-15,5,
1948,,South,Rohit,100,,,10,1000
9179,Charger,East,,-1,99999,2024-02-10,10,3000
7115,,South,Priya,-20,99999,2024-01-01,,5000
1459,Laptp,,Rohit,3,1000,2024-01-01,10,-100
8568,Monitor,West,Amit,-1,1000,,0,5000
5646,Monitr,,Priya,4,,,200,3000
1392,Monitor,,,2,2000,2024-01-01,15,
2787,Mouse,,,100,-200,2024-02-10,5,-100
8374,Keyboard,,,2,99999,,10,2000
2138,Laptop,West,Sneha,1,99999,2024-01-15,15,-100
5741,Laptop,East,,5,500,,0,3000
8418,Charger,East,,-20,1500,2024-00-10,10,1000
7362,Headphones,North,Sneha,500,-200,2024-01-15,10,5000
3454,Keyboard,,Sneha,5,500,2024-01-15,15,-100
4674,Charger,South,,2,500,2024-13-01,-5,1000
2377,Mouse,North,,-20,500,2024-01-15,200,2000
7701,Keyboard,East,John,4,-200,2024-00-10,-5,5000
3597,Laptop,East,Priya,100,99999,2024-13-01,0,5000
1141,Tablet,,Priya,-1,-200,2024-01-15,10,5000
3659,Mouse,North,,5,,2024-13-01,15,-100
5596,Charger,East,Rohit,4,99999,,0,1000
6661,,West,Priya,5,500,2024-01-15,10,
7142,Laptp,,,-1,1000,2024-01-01,-5,1000
6626,Mobile,,,5,500,2024-01-01,10,
9787,Mouse,South,,100,1000,2024-01-15,5,-100
9472,Mouse,,Priya,-1,,,,3000
1423,Laptp,,,-1,,2024-13-01,0,5000
7999,Monitr,,Rohit,500,500,2024-00-10,15,1000
5249,Tablet,,Priya,100,-200,2024-01-01,5,2000
2750,Laptp,South,Priya,100,1000,2024-13-01,10,2000
5757,Monitor,West,,,1000,2024-00-10,15,
2967,Monitor,South,Amit,-1,1000,2024-13-01,5,
5088,Mouse,North,,100,1000,2024-01-15,5,5000
5178,Monitr,,Rohit,5,1500,2024-01-01,-5,
8789,Laptop,South,Amit,-20,,2024-01-01,-5,2000
3946,Monitr,South,John,2,1000,2024-01-01,,1000
6394,Monitor,,Rohit,-1,1500,2024-01-15,-5,1000
8880,Monitr,West,,-20,1500,2024-00-10,5,
6075,Monitr,South,,3,,2024-00-10,0,
8230,,North,Priya,-20,2000,,,-100
2531,Tablet,,,100,500,,,2000
3990,Mouse,West,Priya,,,,10,3000
8155,,West,Amit,4,2000,2024-01-01,10,1000
5493,,East,Amit,2,-200,,0,
1933,Tablet,,John,-1,500,,15,-100
2460,Laptop,,John,1,500,2024-00-10,-5,-100
3723,Laptop,North,,-1,500,,-5,-100
1285,Monitor,,Priya,-20,1500,,0,-100
1264,Charger,,,-20,1000,2024-01-01,,5000
7816,Laptp,,Sneha,-1,500,2024-00-10,10,
2762,Headphones,North,,-20,99999,,0,
1040,Mouse,West,,3,1000,2024-01-01,10,-100
6827,,South,John,4,500,2024-00-10,0,1000
9259,Charger,North,Priya,4,1500,2024-13-01,-5,
1987,,,,4,-200,2024-01-01,0,5000
8804,Mouse,,,500,500,,5,5000
8789,Laptp,,John,,,,0,-100
6717,Laptp,North,,-20,99999,,10,5000
4198,Keyboard,West,,500,2000,,0,2000
6374,Tablet,,,4,500,,15,5000
5790,,,Rohit,-1,99999,2024-01-01,-5,-100
8183,Monitor,,,-20,2000,,-5,-100
3524,Keyboard,East,Amit,500,2000,2024-02-10,5,-100
3479,Laptop,,Priya,-20,99999,2024-01-01,0,1000
6154,Headphones,East,,3,1500,2024-00-10,15,3000
1778,,South,John,3,-200,,10,
2492,Monitor,South,Amit,,2000,2024-13-01,200,
1660,Laptop,,,100,1500,2024-13-01,200,
2348,Monitr,West,,1,-200,2024-00-10,15,5000
8851,Tablet,,,4,500,2024-01-15,-5,5000
8156,Tablet,South,Sneha,100,1000,,5,5000
3044,Tablet,East,John,,1500,,10,3000
8368,Keyboard,West,Priya,2,2000,2024-01-01,200,3000
4516,Mobile,,Rohit,100,2000,,0,3000
5577,,West,Amit,1,500,2024-13-01,0,3000
1727,,West,,1,99999,2024-00-10,15,3000
8468,Charger,North,Amit,-1,1500,2024-13-01,0,
1342,Laptp,,Rohit,-20,500,,200,
2447,Headphones,,Priya,3,1500,,10,3000
7581,Laptp,,,100,1000,,200,
7317,Mobile,South,,500,,,-5,3000
1526,Monitr,,Sneha,100,500,2024-13-01,10,3000
7748,Monitr,,,1,2000,,0,3000
1405,Monitr,East,,1,500,2024-00-10,15,
8986,Monitor,South,,,99999,2024-02-10,0,2000
4740,Laptop,,Rohit,1,1500,2024-13-01,-5,2000
2846,Laptop,,Sneha,100,500,2024-13-01,,-100
2478,Monitr,East,Priya,,1000,2024-01-15,0,-100
1771,Headphones,,John,5,1500,2024-02-10,5,2000
6525,Keyboard,,John,,99999,2024-01-15,0,1000
9770,Headphones,South,,4,99999,2024-00-10,-5,2000
1193,Headphones,,,1,-200,,,2000
3007,Laptop,East,,-1,99999,,5,2000
2185,Tablet,,Priya,-20,2000,,15,5000
3394,Headphones,East,Sneha,500,2000,,5,3000
5005,Headphones,North,,4,1500,2024-01-01,10,-100
8429,Laptp,,,4,-200,2024-00-10,-5,
3261,Tablet,North,,500,1000,2024-02-10,,5000
4736,Laptop,East,Rohit,4,99999,,10,3000
7716,Keyboard,East,,-20,500,2024-00-10,10,2000
5875,,,Priya,4,,2024-02-10,200,2000
9921,Charger,,,100,2000,,5,5000
5378,Laptop,,Priya,4,1000,2024-01-15,5,
8815,Laptop,,John,500,99999,2024-13-01,10,5000
4451,Headphones,West,Rohit,100,1000,2024-00-10,-5,5000
8616,Laptp,East,John,5,1000,,15,-100
3800,Mobile,South,Sneha,500,500,2024-00-10,0,3000
9333,Monitr,South,Sneha,100,1000,,0,1000
6410,Mouse,South,Amit,-20,1000,2024-13-01,,-100
2455,,North,Priya,4,1500,2024-00-10,5,
7892,Laptp,,Rohit,4,1500,,0,
6808,Mobile,,Rohit,1,1000,2024-00-10,15,5000
7796,Headphones,,John,4,1000,,,5000
5796,Headphones,North,,100,1500,2024-01-01,-5,2000
6093,,,,5,500,,5,5000
2325,Keyboard,,John,,1500,,0,3000
5976,Mobile,,,4,99999,,10,2000
2159,Monitor,South,,5,1500,2024-01-01,15,1000
5650,,East,Rohit,-20,1500,,200,3000
5987,Monitr,South,,100,1500,2024-13-01,15,
5697,Mouse,,,500,,2024-01-15,5,
1340,Keyboard,East,,3,2000,2024-00-10,-5,3000
4828,Laptp,,John,-20,99999,,15,-100
2968,,,,4,99999,2024-00-10,5,5000
1703,,West,,1,500,2024-01-15,15,5000
6482,Laptp,East,Amit,5,-200,2024-00-10,200,5000
7376,Mobile,North,Priya,4,500,2024-01-15,0,
2800,Monitr,South,Amit,,99999,2024-13-01,200,3000
6463,Monitr,,,,1000,2024-13-01,-5,5000
5912,Laptp,,Sneha,-20,,2024-01-15,200,-100
5648,Monitor,South,Rohit,,1000,2024-01-15,5,2000
1855,,,Amit,3,500,2024-02-10,15,
3866,Headphones,,Amit,-1,500,2024-01-01,0,-100
1182,Monitr,,John,3,-200,,-5,3000
4112,Mobile,,John,,-200,2024-01-01,0,-100
6670,Laptp,,John,-20,1000,,0,3000
5492,Headphones,South,,1,2000,2024-00-10,200,3000
6823,Tablet,East,,100,1000,2024-00-10,-5,3000
2517,,,,-1,2000,2024-01-15,200,1000
6002,Laptop,East,,500,2000,,5,2000
2356,Headphones,North,Sneha,3,1500,2024-01-15,5,-100
4629,Monitr,South,Amit,100,500,2024-01-01,15,1000
4628,Laptop,East,Priya,2,1500,,-5,-100
9210,Monitr,South,,500,500,,200,5000
7132,Mobile,,,1,1500,2024-00-10,200,-100
7588,Charger,North,John,-20,2000,,-5,1000
4311,,,Sneha,-1,1500,2024-01-01,200,1000
7048,Headphones,West,,-20,,2024-13-01,-5,
7246,Laptop,West,,1,1500,2024-01-01,10,3000
1987,Mobile,West,Sneha,,-200,2024-01-01,10,1000
4321,Monitr,South,John,1,-200,2024-01-15,,3000
5615,Headphones,East,Rohit,4,1500,2024-00-10,10,2000
9365,Mobile,South,,-1,1500,,-5,1000
4741,,,Amit,2,,2024-13-01,200,
4052,Monitr,,John,3,500,2024-01-01,10,
7574,Charger,,Priya,4,1500,2024-01-01,15,5000
1726,Charger,East,Amit,,500,2024-01-15,5,1000
4760,Mouse,,Sneha,500,-200,,10,2000
6806,,,,4,1000,2024-02-10,,3000
2875,Keyboard,North,Priya,,2000,2024-00-10,15,-100
7993,,,Amit,-1,1000,2024-00-10,0,-100
5033,Mobile,West,,4,,2024-00-10,0,-100
6443,Keyboard,East,,,,2024-01-01,,-100
1989,Mouse,East,Priya,3,500,2024-01-01,5,1000
4744,Monitor,West,Sneha,5,500,2024-01-01,-5,5000
9611,Headphones,,,-20,99999,,0,
1593,,North,,4,99999,2024-02-10,5,-100
2774,Monitr,South,John,-1,1500,2024-01-01,10,1000
1935,Laptp,South,,,99999,2024-00-10,10,5000
4808,Keyboard,,Priya,-1,1000,,10,2000
1331,Keyboard,,John,,500,2024-00-10,0,-100
8922,Mobile,,,2,-200,2024-01-15,0,3000
3702,Headphones,East,Sneha,-1,500,2024-02-10,5,2000
6889,Mobile,West,,100,99999,2024-13-01,5,2000
6054,Charger,,Sneha,-1,-200,2024-01-01,-5,-100
4868,,,,4,500,,,3000
5200,Keyboard,,Priya,4,99999,2024-13-01,-5,1000
1201,Headphones,North,Priya,5,2000,2024-01-01,200,3000
3497,Tablet,South,Sneha,500,500,2024-02-10,10,5000
2842,Monitor,North,Priya,5,2000,2024-02-10,15,2000
5658,Monitr,North,,2,,2024-00-10,15,-100
8544,Mouse,,Priya,5,1500,2024-02-10,10,3000
8718,Monitor,North,Priya,3,1000,,,
1770,Mouse,West,,-20,500,,-5,3000
4155,Keyboard,,Priya,100,2000,,5,3000
2628,Monitor,,Amit,-20,99999,2024-13-01,0,5000
1386,Monitor,West,Sneha,-20,500,2024-13-01,,-100
7031,Monitr,,Sneha,2,500,2024-02-10,200,2000
7439,Laptp,West,Rohit,4,2000,2024-13-01,,5000
7401,Monitr,,John,5,500,,200,5000
5008,Mobile,,Rohit,4,1000,2024-01-01,10,
3466,Laptp,East,Priya,5,-200,2024-01-15,5,5000
3282,Monitor,West,Priya,-20,-200,,15,-100
2856,Laptp,East,,4,-200,,200,5000
8980,,,,3,99999,2024-00-10,15,
2998,Laptp,,,1,-200,2024-01-15,-5,1000
6476,Mobile,South,Amit,4,,2024-13-01,200,5000
5669,Headphones,,Amit,500,1500,2024-00-10,-5,3000
5318,Keyboard,South,Amit,1,500,,15,5000
8064,Headphones,South,Amit,-1,2000,2024-01-15,,2000
8446,Keyboard,South,Amit,3,1000,2024-01-15,-5,3000
2431,Headphones,South,Amit,100,500,2024-13-01,0,3000
6624,Headphones,West,Amit,,,2024-00-10,5,1000
8461,Mouse,,Amit,1,,,0,2000
2819,Laptp,West,,-20,2000,,15,2000
2130,Charger,,,5,500,2024-00-10,0,2000
7563,Mobile,,Amit,100,-200,2024-01-15,,5000
3658,Headphones,West,Sneha,3,500,2024-00-10,10,5000
4500,Monitor,,Amit,4,500,,0,3000
9566,Tablet,South,John,-1,,,-5,1000
3120,Mouse,North,Amit,,500,2024-00-10,0,5000
5020,Tablet,,,-1,-200,2024-01-01,0,-100
4259,Laptop,,,500,500,2024-13-01,-5,-100
2823,Monitr,North,,500,99999,,15,5000
2474,Laptop,South,,2,99999,2024-13-01,0,1000
3242,Keyboard,,Priya,3,500,2024-01-01,5,2000
4243,Headphones,North,,4,500,,,3000
7990,Mobile,West,,,-200,,5,5000
6160,Monitor,,Priya,5,99999,2024-01-15,5,1000
4134,Charger,South,Amit,,-200,2024-02-10,15,1000
3070,Charger,West,,100,2000,,0,2000
1359,Mouse,West,,2,,2024-01-15,,
2141,Mouse,South,Amit,,1500,2024-01-01,,
2635,Mouse,,Priya,500,99999,2024-00-10,,
5000,Mouse,,John,5,2000,2024-01-01,0,
4361,Laptp,East,Rohit,1,-200,2024-13-01,,5000
7583,Headphones,East,Sneha,100,500,2024-00-10,200,-100
8835,,,Priya,4,1500,2024-01-15,,-100
1006,Tablet,South,Amit,100,1000,2024-00-10,200,1000
4267,Headphones,East,Sneha,4,1500,2024-13-01,10,-100
7564,,,,100,2000,2024-01-01,10,-100
5928,Headphones,North,,500,,,,3000
3606,Laptop,,Amit,5,2000,2024-01-15,-5,-100
6906,Mobile,,Rohit,5,,2024-02-10,5,-100
4273,Monitor,,Rohit,2,,,-5,-100
8611,Keyboard,,Priya,500,-200,2024-02-10,0,5000
1913,Mobile,West,Sneha,4,,2024-01-01,5,
3011,Mouse,West,,3,1000,2024-01-15,5,3000
2442,Tablet,,,2,1500,,0,3000
6546,Laptop,South,,3,2000,,0,-100
2829,,West,Sneha,4,2000,2024-01-15,15,-100
9767,Laptp,North,,500,,2024-00-10,15,
7468,Tablet,,,,-200,,200,3000
1929,Laptop,,,-20,1000,,15,5000
4699,Monitr,North,Rohit,5,1000,2024-01-01,,2000
2054,,South,Amit,500,500,2024-00-10,-5,5000
6744,Laptp,West,,100,1000,2024-01-01,,5000
2900,Mouse,,,,,2024-13-01,,2000
7980,Keyboard,East,,3,,2024-01-01,-5,
8069,Mouse,,Priya,-1,99999,2024-00-10,15,
4415,Tablet,East,John,-20,1500,2024-01-15,-5,2000
1442,Mouse,,Rohit,,,2024-01-01,0,-100
7218,Monitr,South,,100,1500,,,5000
5652,Mouse,,,,1000,2024-01-15,0,1000
8939,Laptop,East,,-20,500,2024-13-01,-5,3000
8833,Charger,East,Rohit,4,99999,2024-02-10,200,3000
8597,,East,,-20,-200,2024-02-10,15,3000
5458,Mouse,,Priya,-1,2000,2024-00-10,0,1000
7591,Monitr,,Amit,-1,,2024-01-01,,5000
3309,Headphones,South,Sneha,100,1000,2024-13-01,0,
7268,Headphones,,Rohit,2,,2024-13-01,200,-100
1910,Keyboard,,Priya,,1500,2024-01-15,15,2000
5340,Keyboard,,Priya,3,1000,,,3000
5009,,North,Priya,100,2000,,200,-100
7628,Keyboard,North,,4,1500,2024-00-10,,1000
3169,Mobile,East,,4,1000,2024-13-01,15,-100
3172,Monitor,South,,2,-200,2024-01-01,5,2000
6668,Keyboard,South,,,-200,2024-13-01,10,5000
7313,Mouse,West,Sneha,,2000,2024-02-10,15,1000
9315,Keyboard,West,,1,-200,2024-00-10,-5,-100
9036,Monitor,,Rohit,100,1500,2024-01-15,0,1000
7789,Mobile,,,3,2000,,5,2000
1785,Monitor,West,Priya,1,1000,2024-01-01,15,2000
7139,Tablet,,Sneha,-20,1500,2024-02-10,10,3000
7344,Keyboard,,,1,-200,2024-13-01,,5000
3416,,,Amit,1,500,2024-00-10,-5,2000
9988,Keyboard,,John,5,,2024-00-10,10,3000
5154,Keyboard,,Rohit,5,-200,2024-01-01,200,-100
6619,Tablet,North,Sneha,1,500,2024-01-15,10,3000
2936,Monitor,East,John,5,2000,2024-02-10,-5,2000
4807,Laptop,South,John,-1,1000,,200,1000
8151,Mouse,North,,5,99999,2024-01-15,15,-100
4236,Monitr,,Sneha,500,,,,1000
3352,Mouse,,,4,1000,,,1000
2932,Keyboard,North,,500,2000,2024-01-01,10,3000
9556,Mobile,,,100,1000,2024-01-01,15,1000
5916,Tablet,East,Sneha,1,1500,2024-02-10,200,5000
6498,,,Sneha,4,1500,2024-00-10,,1000
1946,Laptop,,Priya,-1,-200,2024-00-10,,-100
2439,Laptp,,Amit,1,-200,2024-02-10,200,-100
8730,Laptop,North,,100,-200,2024-01-15,0,1000
5857,Monitr,South,Priya,2,-200,,10,3000
1340,Mouse,West,,100,2000,2024-02-10,5,-100
1382,Keyboard,,John,4,1000,,10,
9491,Charger,,John,100,-200,2024-00-10,15,5000
1138,Laptp,North,John,1,2000,2024-01-15,200,3000
1358,Keyboard,West,Sneha,5,99999,2024-13-01,-5,5000
5931,Tablet,West,,500,,2024-01-15,200,5000
4456,Laptp,North,Rohit,-1,-200,,200,1000
2627,Monitr,East,Priya,3,1000,2024-00-10,-5,5000
7626,Charger,North,Rohit,4,1500,2024-01-01,,1000
6004,Monitor,,,-20,500,2024-01-15,,5000
7652,Monitor,,Amit,-1,99999,,0,-100
7416,Monitor,South,Amit,,1500,2024-01-15,,
4170,Mobile,,Priya,4,1000,2024-01-01,,5000
4835,Monitor,,John,3,1000,2024-00-10,-5,2000
9017,Headphones,West,,2,99999,2024-13-01,5,1000
3151,Laptp,South,,-20,1000,2024-13-01,10,
7905,,,,500,1000,,,1000
3834,Charger,West,Amit,3,-200,2024-02-10,15,
3567,Tablet,East,Rohit,-1,,2024-13-01,5,1000
2307,Headphones,North,Rohit,1,500,2024-13-01,5,2000
9848,Headphones,,,100,-200,2024-01-15,0,-100
3660,,,Sneha,1,1500,2024-02-10,15,2000
4730,Charger,South,John,2,,2024-13-01,5,
7207,,,Sneha,1,99999,2024-01-15,10,3000
4162,,East,Priya,4,2000,2024-02-10,15,1000
2140,Tablet,North,Amit,2,1000,2024-01-15,10,3000
9458,Laptp,,,1,99999,2024-01-01,0,5000
2708,Mouse,,,1,1500,2024-00-10,0,2000
4630,Keyboard,South,,2,2000,2024-00-10,,1000
4211,,,Sneha,,500,2024-00-10,10,2000
7538,,North,,2,1500,2024-13-01,-5,5000
1475,Mouse,,Sneha,2,99999,2024-00-10,10,-100
8684,Monitr,,Priya,100,,2024-00-10,0,
2207,Charger,South,Rohit,5,-200,2024-02-10,-5,1000
2960,,North,Rohit,100,2000,,10,1000
1557,Mouse,East,,100,1500,2024-02-10,15,1000
1882,,East,Priya,2,-200,,,
5761,Mouse,West,,-1,-200,2024-02-10,,2000
6867,Mouse,,,500,-200,2024-13-01,15,
7963,,South,Rohit,100,,,5,-100
8166,Monitor,,Priya,500,1000,,200,2000
8929,Laptop,North,Rohit,100,1500,,-5,-100
6347,Mouse,West,,4,-200,2024-00-10,-5,1000
8269,Keyboard,South,,-20,1000,2024-13-01,10,
9125,Charger,,Priya,-1,-200,,200,-100
3454,Monitr,South,Rohit,500,2000,,200,5000
5494,Laptop,North,,500,99999,2024-13-01,5,
2946,Mobile,West,,4,2000,2024-13-01,5,2000
3808,Keyboard,South,Sneha,-1,2000,2024-13-01,10,1000
7642,Keyboard,North,,,1000,2024-13-01,200,2000
4825,Monitor,East,Sneha,3,1000,2024-13-01,-5,3000
4536,Monitor,South,,-20,-200,,200,1000
7068,Charger,West,,,,2024-00-10,0,5000
4802,Keyboard,,,100,1500,2024-02-10,10,5000
5699,Tablet,,Rohit,2,,,0,3000
2970,Tablet,,,3,99999,2024-01-15,15,2000
6806,,South,Priya,100,1000,,0,5000
7142,Charger,South,Sneha,4,99999,2024-01-15,5,2000
3819,Mouse,North,Amit,4,1500,2024-01-15,5,1000
1364,Headphones,,,2,99999,,5,
5258,Mobile,,Rohit,-20,99999,2024-01-01,200,1000
4119,,,Amit,1,2000,2024-02-10,-5,2000
2863,Monitr,,Amit,-1,,2024-00-10,200,-100
1115,Monitor,South,,4,99999,2024-13-01,-5,3000
8084,Monitr,West,,,,2024-01-15,0,-100
9016,Headphones,West,John,100,,,5,1000
3384,Laptp,,Amit,-1,1000,2024-02-10,,5000
4935,,,Amit,-1,1500,2024-00-10,10,1000
8742,Charger,,,,2000,2024-01-15,5,1000
6442,Mouse,North,John,4,1000,2024-02-10,-5,1000
3490,,South,John,4,2000,,0,3000
7980,Laptop,South,John,500,99999,,5,2000
8661,Mouse,,,5,500,2024-00-10,200,3000
2724,Keyboard,,Priya,500,500,,0,5000
9182,,North,John,500,2000,,200,2000
3767,Mouse,East,,4,500,2024-02-10,10,5000
2137,,West,Priya,2,1500,2024-13-01,0,2000
5117,Keyboard,West,Rohit,2,99999,2024-02-10,10,2000
4420,Monitr,South,Priya,500,99999,2024-02-10,5,-100
6845,,,Rohit,500,1500,2024-01-01,200,1000
5778,,North,John,3,99999,2024-13-01,-5,1000
4906,,East,John,5,1000,,,3000
4637,,West,Rohit,5,2000,2024-02-10,5,2000
3953,Laptp,North,Sneha,2,99999,2024-13-01,10,5000
6929,Monitor,East,,2,1000,2024-02-10,-5,1000
1276,,,Priya,-20,1500,,15,-100
2999,Laptp,South,,1,99999,2024-13-01,15,5000
2227,,,,2,1500,2024-00-10,15,-100
7337,Keyboard,West,Amit,-1,1500,,200,1000
4735,,West,John,1,,2024-01-15,5,2000
1695,Laptop,East,Priya,1,500,2024-01-01,0,5000
5152,,,,500,1000,2024-01-15,,3000
8901,Headphones,,Priya,2,1000,2024-02-10,-5,3000
8470,Monitr,North,,4,99999,2024-02-10,,3000
8537,Monitr,South,John,3,99999,2024-00-10,-5,1000
3841,Mouse,North,,4,1500,2024-02-10,200,1000
5208,Monitor,East,Rohit,-1,99999,,5,3000
9733,Mouse,West,John,-20,,2024-13-01,10,5000
2088,Mouse,,Priya,2,1000,,5,1000
4363,Keyboard,West,,2,-200,2024-01-15,15,3000
1024,Headphones,North,Sneha,500,1000,,10,1000
7144,Monitor,,,,,2024-02-10,,
6668,Mouse,,Rohit,-1,1500,2024-00-10,5,5000
5236,,South,John,5,,2024-01-01,0,2000
9068,Monitr,East,Amit,5,500,,0,5000
3235,Mouse,South,,4,1000,2024-01-15,200,2000
8295,Mobile,East,,100,500,2024-00-10,,3000
9392,Charger,South,John,-1,1000,2024-00-10,10,1000
9448,,,,-20,500,2024-01-15,15,3000
4747,Monitr,North,,2,1000,2024-00-10,0,-100
4175,Mobile,,Priya,2,-200,,0,2000
5897,Charger,,Priya,,1500,,5,
6037,Laptop,East,Amit,1,-200,2024-01-01,-5,2000
8427,Mobile,North,Rohit,-1,2000,2024-01-01,200,1000
9605,,West,Priya,100,,2024-02-10,,
3014,Keyboard,West,Rohit,-20,1000,2024-13-01,0,1000
2381,Laptop,South,Rohit,100,,2024-02-10,5,
2098,Tablet,West,John,3,1000,2024-13-01,10,1000
4426,Monitor,,Rohit,-1,2000,2024-01-15,-5,2000
4655,Monitr,East,,1,1500,2024-00-10,0,2000
8938,Tablet,South,,3,1500,2024-02-10,200,2000
1187,Monitr,East,Priya,,,2024-00-10,,2000
6409,,East,Priya,500,-200,2024-02-10,5,
3092,Monitor,,Sneha,5,2000,2024-02-10,10,5000
3130,Monitor,North,,5,,2024-01-01,5,5000
6242,,West,Rohit,500,1500,2024-13-01,15,3000
9549,Monitr,,Sneha,500,500,2024-01-15,,5000
6647,Monitor,East,John,,,,,3000
6185,Mobile,,Sneha,5,1000,2024-00-10,-5,2000
6776,Laptp,,,-20,99999,2024-02-10,0,1000
8913,Headphones,,Rohit,2,1500,2024-00-10,-5,5000
8547,,,,100,1000,2024-01-01,5,5000
8823,Monitr,West,,100,2000,,10,2000
8355,Tablet,West,Priya,-1,-200,2024-01-15,0,2000
7465,Tablet,South,,100,-200,2024-13-01,,5000
2497,Monitor,South,John,3,1500,2024-13-01,5,2000
3555,,South,Rohit,3,1500,2024-02-10,10,5000
6409,Monitr,West,,2,-200,,-5,1000
3951,Laptp,East,,1,,2024-01-15,,-100
2238,Laptp,North,,3,99999,2024-13-01,200,1000
5727,Headphones,,,3,-200,2024-01-15,10,3000
4965,Mobile,,,-1,-200,2024-00-10,-5,5000
6686,Headphones,,,-20,,2024-01-01,5,-100
4701,Keyboard,,John,500,1000,2024-01-15,10,1000
3780,,South,Amit,1,,2024-01-15,0,-100
8398,Tablet,North,,100,500,,0,1000
2588,Laptp,,Rohit,1,1500,2024-13-01,200,
3368,Monitor,West,Amit,3,-200,,5,-100
6789,Laptp,,,4,99999,2024-02-10,-5,1000
1436,Laptp,South,Sneha,100,2000,,,3000
3828,Charger,East,Rohit,1,1500,2024-02-10,15,1000
2556,Tablet,,Amit,2,99999,,15,2000
8570,Keyboard,,,5,-200,,15,
8480,Headphones,South,Priya,,1000,,,5000
1182,Keyboard,North,Sneha,5,-200,,200,3000
8190,Charger,,Rohit,3,99999,2024-00-10,0,-100
7687,Mobile,South,Rohit,-20,,2024-13-01,0,-100
6565,,,Priya,-1,1500,2024-13-01,-5,1000
8241,Keyboard,East,Priya,1,,2024-01-01,-5,5000
8651,Laptp,East,,2,-200,2024-02-10,0,1000
6575,,West,,500,1000,2024-13-01,-5,
2589,Laptop,West,Amit,4,99999,,5,5000
9851,Monitr,,Amit,100,,2024-00-10,-5,2000
1159,Keyboard,East,Amit,500,2000,,0,-100
7555,,,,-1,-200,2024-01-01,-5,2000
9244,Monitr,East,,1,1000,2024-02-10,0,-100
7846,,North,John,5,1500,2024-02-10,0,5000
3307,Charger,South,Sneha,,99999,2024-02-10,200,2000
2228,Keyboard,West,,100,1500,2024-01-01,200,3000
8226,Keyboard,North,Rohit,-20,2000,,15,-100
6590,Mouse,,Sneha,100,500,,10,
7919,Laptp,South,Priya,500,,2024-00-10,0,3000
6585,,West,,500,-200,,10,5000
7046,Monitor,,,4,1500,2024-00-10,-5,3000
5945,Monitr,,Sneha,,-200,2024-13-01,200,-100
8927,Mobile,,Sneha,3,2000,2024-13-01,0,
8016,Mouse,North,Amit,1,,2024-02-10,15,
8758,Laptp,,Priya,,1000,,15,-100
6086,Charger,,Sneha,1,-200,2024-01-15,-5,5000
8161,Monitr,,Rohit,500,2000,2024-13-01,-5,-100
2884,Headphones,West,Amit,,99999,2024-00-10,-5,3000
2809,Charger,North,,1,1000,2024-02-10,10,-100
4167,Monitor,,Sneha,3,99999,2024-00-10,200,
7352,Monitr,South,Priya,1,1000,2024-02-10,200,5000
7056,Charger,,,2,1000,2024-01-01,15,-100
3437,Mouse,South,,,,2024-13-01,200,
7468,Charger,North,,-1,500,,5,-100
6951,Monitor,,,1,-200,2024-01-01,,1000
6276,Monitor,North,Rohit,-20,1000,2024-13-01,200,1000
9859,Laptop,,,5,1500,,,
8818,,,Priya,,,,-5,5000
5728,Keyboard,,Priya,4,,,0,1000
3624,Headphones,,Priya,,1000,2024-00-10,15,
6738,Headphones,South,,5,1500,2024-00-10,,-100
5232,Mouse,West,John,-1,2000,2024-01-15,10,2000
6793,Monitor,East,Rohit,4,,2024-00-10,10,-100
5523,Laptop,North,Priya,1,1000,2024-02-10,-5,3000
6571,Laptp,,John,2,-200,2024-01-15,10,
3224,Laptop,North,Amit,,1000,2024-02-10,0,1000
9389,Mobile,West,John,-20,-200,2024-01-15,,
7091,Charger,West,Amit,2,-200,2024-02-10,,-100
9662,Keyboard,East,,5,500,2024-01-15,,5000
7361,,,,4,500,2024-13-01,10,1000
2948,Laptop,East,,-1,99999,,-5,5000
8094,Charger,,John,4,2000,2024-13-01,10,5000
7318,Keyboard,,,-1,2000,2024-01-15,0,-100
4796,Monitr,,Priya,100,-200,2024-01-01,-5,5000
1234,,East,John,-1,2000,,5,
4607,,,John,2,99999,2024-01-15,,1000
9043,Mobile,,Priya,1,2000,2024-01-01,0,5000
1522,,,Amit,5,1000,,10,2000
